total_income,loan_amount,term,interest_rate,own_car,own_house,nr_children,income_type,education_type,family_status,housing_type,region_population_ratio,days_birth,days_employed,days_registration,mobile_number,phone_number,email,days_phone_change,occupation_type,family_count,EXT1,EXT2,EXT3,EXT4,EXT5,EXT6,EXT7
90000.0,531706.5,30,2.31220569168079,Y,Y,1,Commercial associate,Secondary / secondary special,Married,Apartment,0.025164,-13165,-1850,-4793.0,1,0,0,0.0,Laborers,3.0,0.5410361351885173,0.622204653529825,0.6832688314232291,0,1,0,0
180000.0,729792.0,60,3.3787432730943916,Y,Y,0,Working,Incomplete higher,Single / not married,House,0.032561,-8483,-1175,-6232.0,1,1,0,-31.0,,1.0,0.3622419204708311,0.1668903400711247,0.3108182544189319,0,0,0,0
225000.0,536917.5,12,3.6550007791149595,N,N,0,Commercial associate,Higher education,Civil marriage,Rented studio,0.072508,-15485,-1512,-44.0,1,1,0,0.0,High skill tech staff,2.0,0.7161415345682629,0.7920343868545536,0.6347055309763198,0,1,0,0
166500.0,495351.0,12,4.0512751393321205,N,Y,0,Pensioner,Secondary / secondary special,Married,Rented studio,0.01885,-23289,365243,-7692.0,1,0,0,-496.0,,2.0,0.4278859695003673,0.4133759083568922,0.646329897706246,0,1,0,0
112500.0,480060.0,24,3.5721472517737096,Y,Y,2,Working,Secondary / secondary special,Married,House,0.025164,-16677,-4247,-3337.0,1,0,0,-115.0,Core staff,4.0,0.5910312084359057,0.6417165677554837,0.363945238612397,0,1,0,0
202500.0,819000.0,60,4.263603046691239,N,Y,3,Working,Secondary / secondary special,Single / not married,Apartment,0.035792,-14029,-2399,-5076.0,1,0,0,-329.0,Laborers,4.0,,0.6696285184474479,0.656158373001177,0,1,0,0
202500.0,269550.0,12,3.8415125815933764,Y,Y,0,Working,Secondary / secondary special,Married,Rented room,0.00702,-16080,-1167,-1226.0,1,0,0,-856.0,Drivers,2.0,0.2694939238285578,0.2924512808378938,0.1301285429480269,0,1,0,0
121500.0,436032.0,24,3.606765918223875,Y,Y,0,Commercial associate,Higher education,Married,Municipal apartment,0.032561,-15575,-773,-542.0,1,1,0,-263.0,,2.0,,0.4325924684151737,0.3962195720630885,0,1,0,0
225000.0,495000.0,30,3.4115811751629606,Y,N,2,Working,Lower secondary,Married,Apartment,0.019101,-19920,-2791,-155.0,1,0,0,-2695.0,Laborers,4.0,,0.7051433435924059,,0,0,0,1
128250.0,119925.0,18,3.921145874774782,Y,Y,0,Pensioner,Secondary / secondary special,Married,Municipal apartment,0.020713,-22508,365243,-14779.0,1,1,0,-155.0,,2.0,,0.543018138509992,0.7180328113294772,0,0,0,0
495000.0,668304.0,36,3.5415403992949868,Y,N,0,Working,Secondary / secondary special,Married,Rented room,0.035792,-13675,-405,-7562.0,1,0,0,-1447.0,Managers,2.0,,0.7501190204181084,0.4083588531230431,0,1,0,0
270000.0,1345500.0,48,3.0363881632231475,N,N,0,Commercial associate,Secondary / secondary special,Married,Rented studio,0.031329,-14061,-870,-5462.0,1,0,0,-825.0,,2.0,,0.7354109142847076,0.4400578303966329,0,1,0,0
135000.0,924858.0,60,2.830255511078388,Y,N,0,Commercial associate,Secondary / secondary special,Single / not married,House,0.035792,-11298,-635,-4905.0,1,0,0,-1880.0,,1.0,,0.7212121022071782,0.3656165070113335,0,0,0,0
112500.0,770292.0,36,3.951325947551291,Y,Y,0,Working,Secondary / secondary special,Single / not married,House,0.0066709999999999,-14065,-159,-178.0,1,0,0,-226.0,Cooking staff,1.0,0.4101819897849555,0.2405634057313133,,0,0,0,0
202500.0,835380.0,36,3.6932582895017116,N,Y,1,Working,Secondary / secondary special,Married,Rented room,0.035792,-13076,-1856,-6896.0,1,0,0,-1816.0,Laborers,3.0,0.1144563121367478,0.6569117988951851,0.1929422277169508,0,1,0,0
225000.0,495216.0,18,3.5079674722947334,N,Y,0,Pensioner,Secondary / secondary special,Married,Co-op house,0.002042,-23357,365243,-1116.0,1,0,0,-1042.0,,2.0,,0.1600492933810936,0.6195277080511546,0,1,0,0
90000.0,229230.0,12,3.666961283772857,N,Y,0,Pensioner,Secondary / secondary special,Single / not married,Apartment,0.018634,-21988,365243,-7524.0,1,1,0,-784.0,,1.0,0.7820717075740452,0.78418017523448,0.722392890081304,0,1,0,0
99000.0,521280.0,36,2.856104288517142,N,Y,0,Pensioner,Secondary / secondary special,Single / not married,Rented studio,0.019101,-23946,365243,-4560.0,1,1,0,-57.0,,1.0,,0.2431979257801048,0.5902333386185574,0,0,0,0
112500.0,291384.0,30,3.2781982026698033,N,Y,0,State servant,Higher education,Single / not married,Apartment,0.0096569999999999,-9894,-800,-4582.0,1,0,0,-595.0,Core staff,1.0,0.3293478146886394,0.531770886191283,,0,1,0,0
67500.0,118692.0,12,3.9350759244442446,N,Y,0,Working,Secondary / secondary special,Married,House,0.00702,-19347,-5440,-9553.0,1,0,0,-1880.0,,2.0,,0.5193832434666121,0.6296742509538716,0,1,0,0
198000.0,521280.0,12,3.584826335765503,Y,Y,0,Working,Secondary / secondary special,Civil marriage,House,0.018801,-20708,-6279,-2183.0,1,0,0,-1667.0,Medicine staff,2.0,0.5618504889020393,0.1328954448217569,0.3376727217405312,0,1,0,0
135000.0,1046142.0,42,1.7337919528965875,N,N,0,Pensioner,Secondary / secondary special,Married,House,0.018801,-20378,365243,-5264.0,1,1,0,-1336.0,,2.0,,0.6167923628723573,0.3409064264152384,0,0,0,0
135000.0,172512.0,24,3.8098632034547943,N,Y,0,Working,Secondary / secondary special,Civil marriage,House,0.009334,-16749,-242,-255.0,1,0,1,-754.0,Laborers,2.0,,0.2187754154011338,0.7180328113294772,0,1,0,0
135000.0,132444.0,42,2.47582910483877,N,Y,1,Commercial associate,Secondary / secondary special,Single / not married,House,0.018029,-12704,-359,-1124.0,1,0,0,-432.0,Laborers,2.0,0.1231679156953629,0.4745645259768479,,0,1,0,0
121500.0,112500.0,12,3.3301788459528696,N,Y,0,Commercial associate,Secondary / secondary special,Civil marriage,House,0.015221,-14676,-2758,-8799.0,1,0,0,-422.0,,2.0,,0.6267276199408983,0.2079641743053816,0,1,0,0
135000.0,755190.0,42,3.2208789095984796,N,N,0,Working,Secondary / secondary special,Single / not married,Municipal apartment,0.020713,-19406,-4149,-9057.0,1,0,0,0.0,,1.0,,0.3550855813920457,0.5531646987710016,0,1,0,0
180000.0,1125000.0,60,2.8761480843641225,Y,Y,0,Working,Higher education,Married,Rented room,0.010966,-11473,-4163,-1846.0,1,0,0,-1128.0,High skill tech staff,2.0,,0.7484923548170762,0.7352209993926424,0,1,0,0
67500.0,755190.0,42,3.121608549129457,N,Y,0,Pensioner,Secondary / secondary special,Single / not married,Rented room,0.00733,-23407,365243,-11419.0,1,0,0,-1536.0,,1.0,,0.6700444262486553,0.6642482627052363,0,0,0,0
112500.0,720000.0,54,3.108298867951707,Y,Y,1,Working,Higher education,Married,Apartment,0.008019,-15205,-779,-6241.0,1,0,0,-1280.0,Managers,3.0,0.3110702641013161,0.4743355159238976,0.746300213050371,0,0,0,0
67500.0,225000.0,12,3.468883499894447,N,Y,0,Working,Secondary / secondary special,Married,Apartment,0.025164,-22350,-624,-1325.0,1,0,0,-385.0,Sales staff,2.0,,0.4538888095959406,0.2176285202779586,0,1,0,0
450000.0,629325.0,12,2.9461159727723603,Y,Y,1,Working,Secondary / secondary special,Married,With parents,0.04622,-13974,-339,-7895.0,1,0,0,-3150.0,Laborers,3.0,0.342131018331458,0.6996857512619591,0.7981372313187245,0,0,0,0
135000.0,891072.0,60,3.982223474087734,Y,Y,0,Working,Higher education,Married,With parents,0.0096569999999999,-11227,-2353,-4746.0,1,0,0,-1900.0,High skill tech staff,2.0,0.3499682365713391,0.5315803127723091,0.5762088360175724,0,1,0,0
112500.0,225000.0,42,4.618733405596638,N,Y,1,Working,Secondary / secondary special,Married,Rented room,0.028663,-24134,-4457,-7061.0,1,0,0,0.0,Security staff,3.0,,0.4107799672398924,0.6006575372857061,0,1,0,0
130500.0,199404.0,24,3.1809854987286212,N,Y,0,State servant,Secondary / secondary special,Single / not married,Apartment,0.035792,-20679,-1454,-9020.0,1,0,0,-1985.0,,1.0,,0.3572819736123357,,0,1,0,0
117000.0,490536.0,12,3.897389922964224,N,N,0,Pensioner,Secondary / secondary special,Civil marriage,Rented room,0.020246,-20646,365243,-2830.0,1,1,0,-2.0,,2.0,0.7554376353630253,0.1181073768737737,0.3996756156233169,0,0,0,0
130500.0,550489.5,12,4.162245592814018,N,Y,0,Working,Higher education,Separated,Apartment,0.018209,-19718,-5717,-8940.0,1,1,0,-1691.0,,1.0,0.6569383528999653,0.3909932576851988,0.0950703958413326,0,1,0,0
90000.0,158256.0,18,3.4385279929718116,N,Y,0,Commercial associate,Secondary / secondary special,Married,House,0.00702,-17959,-3529,-3095.0,1,0,0,-1197.0,Laborers,2.0,0.5642948609218813,0.5050640556889953,0.7662336700704004,0,1,0,0
220500.0,1293502.5,30,2.5382041424453843,N,N,2,Working,Higher education,Married,Apartment,0.00496,-12677,-1552,-187.0,1,0,0,-280.0,Core staff,4.0,,0.6553230773064476,0.6092756673894402,0,1,0,0
225000.0,284400.0,12,3.027610950727811,N,Y,0,Commercial associate,Secondary / secondary special,Widow,Apartment,0.008575,-24167,-840,-15193.0,1,0,0,-413.0,Sales staff,1.0,,0.2055222488673696,0.5424451438613613,0,1,0,0
67500.0,225000.0,42,3.8324944734523054,N,N,0,Pensioner,Secondary / secondary special,Separated,House,0.0084739999999999,-21227,365243,-6310.0,1,0,0,-294.0,,1.0,,0.1226522782887708,,0,0,0,0
189000.0,819432.0,24,2.9619119909453584,Y,Y,1,Working,Secondary / secondary special,Married,Apartment,0.01885,-13367,-4185,-7457.0,1,0,0,-1043.0,High skill tech staff,3.0,0.3211653823840952,0.7647558344588441,0.6430255641096323,0,1,0,0
54000.0,348264.0,42,3.653869470258889,N,Y,0,Commercial associate,Higher education,Married,Rented room,0.002042,-10314,-684,-5138.0,1,0,0,-307.0,Managers,2.0,0.5552006328646168,0.481646830650865,0.5832379256761245,0,1,0,0
67500.0,675000.0,60,3.675779339095252,Y,Y,0,Working,Secondary / secondary special,Married,Rented room,0.030755,-22015,-2928,-5102.0,1,0,0,-2170.0,Drivers,2.0,,0.7077689844790156,0.6706517530862718,0,1,0,0
130500.0,568800.0,12,3.6325632299378223,N,N,0,Working,Secondary / secondary special,Married,With parents,0.0228,-8419,-1323,-3096.0,1,0,0,-4.0,Core staff,2.0,0.3900126202900061,0.3903842024790879,0.2622489709189549,0,1,0,0
180000.0,1562076.0,60,2.7060353070027787,Y,N,1,State servant,Higher education,Married,Rented room,0.019101,-15514,-7458,-532.0,1,0,0,-1562.0,,3.0,,0.2948097786416005,0.6658549219640212,0,1,0,0
202500.0,180000.0,12,2.8649740484741635,Y,Y,0,Working,Secondary / secondary special,Married,House,0.018209,-19971,-6376,-5478.0,1,0,0,-742.0,Drivers,2.0,,0.4318036124974856,,0,1,0,0
135000.0,1575000.0,12,2.232328944648852,N,Y,1,Commercial associate,Higher education,Married,House,0.011703,-16222,-3501,-3629.0,1,1,0,-3071.0,Sales staff,3.0,,0.6017647684745032,0.6674577419214722,0,1,0,0
112500.0,288873.0,48,4.351865470148777,N,Y,0,Working,Secondary / secondary special,Married,House,0.020246,-16918,-657,-725.0,1,0,0,-2386.0,,2.0,,0.423550243020532,0.1566398270314114,0,1,0,0
180000.0,590337.0,42,2.7726942982845713,N,Y,1,Working,Higher education,Married,Apartment,0.025164,-10119,-1991,-177.0,1,0,0,-545.0,Core staff,3.0,0.521557854451667,0.516298389894101,0.3170317785834444,0,1,0,0
54000.0,327024.0,36,3.3983816227172174,N,N,0,Working,Secondary / secondary special,Separated,House,0.018209,-16632,-2680,-5263.0,1,0,0,-428.0,,1.0,,0.5374726593632955,0.2636468134452008,0,1,0,0
135000.0,364500.0,36,3.69992485193967,N,Y,0,Working,Secondary / secondary special,Married,Apartment,0.026392,-17527,-2181,-11678.0,1,0,0,-1680.0,Core staff,2.0,0.40027562022018,0.6808916168846262,,0,1,0,0
135000.0,629325.0,12,3.240778867334207,Y,Y,0,Pensioner,Secondary / secondary special,Separated,Apartment,0.025164,-22698,365243,-1590.0,1,0,0,-1446.0,,1.0,,0.5591972958757659,,0,0,0,0
135000.0,1546020.0,60,2.6854386796377083,Y,N,0,Commercial associate,Secondary / secondary special,Civil marriage,With parents,0.0228,-11996,-264,-2183.0,1,1,0,-91.0,Drivers,2.0,,0.2206649266471633,0.6848276586890367,0,0,0,0
135000.0,889515.0,30,3.2913232744835095,Y,Y,0,Working,Higher education,Married,House,0.01885,-14825,-871,-1624.0,1,0,0,-403.0,Laborers,2.0,0.3724845004676887,0.5863784921860249,0.7062051096536562,0,1,0,0
90000.0,532494.0,36,3.6739151153686067,N,Y,0,Commercial associate,Secondary / secondary special,Married,House,0.00963,-15734,-164,-3233.0,1,0,0,-1408.0,Laborers,2.0,0.4872457518958041,0.5426925344799808,,0,1,0,0
126000.0,337923.0,18,2.6311263312327977,Y,Y,0,Pensioner,Secondary / secondary special,Widow,Apartment,0.035792,-20717,365243,-4275.0,1,1,0,-952.0,,1.0,,0.3573422337147276,0.6496203111237195,0,1,0,0
180000.0,781695.0,30,3.7240285604776218,Y,Y,0,Working,Secondary / secondary special,Married,Co-op house,0.031329,-21492,-815,-4749.0,1,0,0,0.0,Security staff,2.0,,0.6561080068032428,,0,0,0,0
144000.0,675000.0,30,2.588632353440409,Y,N,0,Commercial associate,Secondary / secondary special,Married,Rented apartment,0.020713,-15264,-671,-1188.0,1,0,0,-886.0,Sales staff,2.0,,0.5592134666067347,0.3723336657058204,0,1,0,0
112500.0,942300.0,12,4.221311693809583,Y,Y,0,Working,Secondary / secondary special,Married,House,0.025164,-18776,-332,-9711.0,1,0,0,-1478.0,Drivers,2.0,,0.6213355469824348,0.5971924268337128,0,1,0,0
157500.0,225000.0,24,3.7728976305856294,N,Y,0,Pensioner,Secondary / secondary special,Separated,Co-op house,0.016612,-20173,365243,-9054.0,1,0,1,-1227.0,,1.0,,0.5880428716604243,0.2837118826350007,0,0,0,0
157500.0,1024740.0,48,2.062221451094286,N,N,2,Commercial associate,Secondary / secondary special,Married,Municipal apartment,0.0116569999999999,-12294,-1623,-12294.0,1,0,0,-1783.0,Sales staff,4.0,,0.7265053217312659,0.6910212267577837,0,1,0,0
135000.0,199008.0,12,4.003655243725274,Y,Y,1,Working,Secondary / secondary special,Civil marriage,With parents,0.035792,-13865,-1684,-7548.0,1,0,0,-1751.0,Security staff,3.0,,0.2550506866720305,,0,1,0,0
180000.0,301500.0,24,3.7814203449589563,N,N,0,Commercial associate,Higher education,Single / not married,Co-op house,0.015221,-18387,-10975,-5201.0,1,0,0,-2776.0,Accountants,1.0,0.7198927515937521,0.6109300281838048,0.3092753558842053,0,1,0,0
135000.0,441657.0,12,3.6611873873662244,N,Y,0,Commercial associate,Higher education,Married,Co-op house,0.00702,-14730,-127,-282.0,1,0,0,-944.0,Sales staff,2.0,0.2009955109975507,0.163264690805891,0.2750003523983893,0,1,0,0
360000.0,270000.0,12,3.1018837578137135,Y,Y,0,Commercial associate,Higher education,Married,Apartment,0.0145199999999999,-20118,-623,-1371.0,1,0,0,-1250.0,,2.0,0.7247594061502307,0.4950873024924676,0.3077366963789207,0,0,0,0
90000.0,545040.0,12,3.403872501781991,N,N,0,Pensioner,Higher education,Widow,Apartment,0.04622,-20930,365243,-3358.0,1,1,0,-1.0,,1.0,0.595623273689551,0.3768843433535922,0.2636468134452008,0,0,0,0
157500.0,1256400.0,54,3.8134558751564467,N,N,1,Working,Higher education,Married,Rented room,0.025164,-12929,-842,-3692.0,1,0,0,-1257.0,Managers,3.0,0.7161630971258366,0.6869470156142514,0.6075573001388961,0,0,0,0
180000.0,517923.0,18,2.7269857484461912,Y,Y,0,Working,Secondary / secondary special,Single / not married,Rented room,0.006305,-11954,-467,-1375.0,1,0,1,-378.0,Drivers,1.0,0.1011135404786039,0.4828316495685313,0.7476633896301825,0,1,0,0
225000.0,1260000.0,60,2.381364799250653,N,N,0,Working,Secondary / secondary special,Single / not married,Rented room,0.031329,-14267,-690,-1053.0,1,0,0,-1512.0,High skill tech staff,1.0,,0.6100252293580601,0.3312508645909018,0,1,0,0
247500.0,850500.0,36,3.3034457781806226,Y,Y,2,Commercial associate,Secondary / secondary special,Married,Apartment,0.018029,-12802,-4454,-1014.0,1,1,0,-2150.0,Laborers,4.0,0.4605327018692524,0.4857098443600888,,0,0,0,0
225000.0,1350000.0,42,3.0952576236451326,Y,N,0,Pensioner,Higher education,Civil marriage,Rented room,0.020246,-21314,365243,-757.0,1,0,1,-163.0,,2.0,0.7612785921252548,0.2783075326390303,0.1519345490496476,0,1,0,0
157500.0,562500.0,24,3.0249866232634424,Y,Y,1,Working,Secondary / secondary special,Married,Rented studio,0.028663,-13416,-149,-6523.0,1,0,0,-989.0,,3.0,,0.6302710361399325,0.2925880073368475,0,1,0,0
351000.0,679500.0,60,3.0772540337056853,N,Y,0,Commercial associate,Higher education,Single / not married,Apartment,0.026392,-12056,-2915,-6188.0,1,1,0,-1636.0,Accountants,1.0,0.2920384162479763,0.7130414791042483,0.7826078370261895,0,1,0,0
186750.0,733315.5,48,3.573624841173606,N,Y,0,Pensioner,Higher education,Married,Apartment,0.010556,-23774,365243,-1495.0,1,0,0,-303.0,,2.0,0.7943591766195199,0.6280056574834042,0.5726825047161584,0,0,0,0
90000.0,481495.5,18,3.636529576333423,N,Y,0,Pensioner,Secondary / secondary special,Married,Apartment,0.020246,-20842,365243,-3043.0,1,1,0,-552.0,,2.0,,0.3536246978573737,0.6430255641096323,0,1,0,0
225000.0,1886850.0,60,2.7416709264089065,Y,Y,0,Working,Secondary / secondary special,Married,Rented room,0.010032,-22673,-240,-143.0,1,0,0,-1809.0,Laborers,2.0,,0.5764747921406097,0.7338145369642702,0,0,0,0
135000.0,339241.5,12,3.176840693743781,Y,Y,1,Commercial associate,Incomplete higher,Married,Rented room,0.020713,-11774,-775,-994.0,1,0,0,-185.0,Managers,3.0,,0.3568201295550414,,0,0,0,0
139500.0,139230.0,12,3.6878690351681116,N,N,0,State servant,Secondary / secondary special,Civil marriage,Rented room,0.019101,-18125,-2213,-2220.0,1,0,0,-2117.0,Medicine staff,2.0,,0.6295930395562729,0.4920600938649263,0,1,0,0
202500.0,450000.0,18,3.957531374885561,N,Y,0,Commercial associate,Secondary / secondary special,Civil marriage,Rented studio,0.026392,-21519,-3391,-3479.0,1,1,0,-1622.0,,2.0,,0.7180354005020998,0.087880699180133,0,1,0,0
112500.0,199467.0,30,4.259628075123825,Y,N,1,Working,Secondary / secondary special,Married,Rented room,0.01885,-12819,-4386,-4749.0,1,0,0,-2052.0,Drivers,3.0,,0.6125712698513607,0.501075160239048,0,0,0,0
126000.0,1078200.0,30,2.4159473341797604,Y,Y,0,Commercial associate,Secondary / secondary special,Single / not married,Apartment,0.031329,-16940,-4582,-6874.0,1,1,0,-1745.0,Laborers,1.0,,0.2622583692422573,0.5762088360175724,0,1,0,0
202500.0,679500.0,24,3.265941593013671,N,Y,0,Commercial associate,Secondary / secondary special,Single / not married,Apartment,0.026392,-19965,-10284,-5340.0,1,1,0,-743.0,Core staff,1.0,,0.6639050367369281,0.6594055320683344,0,1,0,0
225000.0,497520.0,12,3.9368408531900627,Y,Y,2,Pensioner,Secondary / secondary special,Married,House,0.035792,-16687,365243,-725.0,1,0,0,-330.0,,4.0,,0.0593722260074933,,0,1,0,0
157500.0,432567.0,42,2.3481393393968797,N,N,0,Commercial associate,Secondary / secondary special,Married,Apartment,0.010276,-19189,-7545,-10104.0,1,0,0,0.0,Laborers,2.0,,0.5465756191546834,0.7252764347002191,0,1,0,0
135000.0,450000.0,24,3.132075639918678,N,N,0,Working,Secondary / secondary special,Married,Apartment,0.030755,-15707,-121,-2185.0,1,0,0,-391.0,Laborers,2.0,,0.3277821609394451,,0,1,0,0
135000.0,781920.0,36,4.114870047348739,N,Y,0,State servant,Secondary / secondary special,Civil marriage,Rented apartment,0.035792,-14173,-1402,-6900.0,1,0,0,-1485.0,Drivers,2.0,,0.4129146402965245,0.2650494299443805,0,0,0,0
90000.0,315000.0,36,2.738770796191517,N,Y,2,Working,Secondary / secondary special,Married,House,0.0031219999999999,-10494,-2088,-4604.0,1,0,0,0.0,Laborers,4.0,,0.4639719871238903,0.5028782772082183,0,1,0,0
112500.0,1149606.0,48,2.4146666685123526,N,Y,0,Working,Secondary / secondary special,Married,Rented room,0.00712,-16258,-737,-2325.0,1,0,0,0.0,Core staff,2.0,,0.6691155227422523,0.5762088360175724,0,1,0,0
180000.0,640080.0,12,3.102627640892491,N,N,1,Commercial associate,Higher education,Married,Municipal apartment,0.072508,-10313,-2764,-4823.0,1,1,0,-2035.0,,3.0,0.124942022171537,0.743228275317265,0.5954562029091491,0,0,0,0
202500.0,260568.0,18,3.511355747904234,N,N,0,Pensioner,Secondary / secondary special,Married,House,0.031329,-21525,365243,-10704.0,1,1,0,-1835.0,,2.0,,0.2961435654275993,0.4596904504249018,0,1,0,0
112500.0,156339.0,12,4.501538201491131,N,Y,0,Working,Secondary / secondary special,Married,Rented studio,0.011703,-16388,-8923,-7741.0,1,0,0,0.0,Medicine staff,2.0,0.5264149728213963,0.7281706194426241,0.3910549766342248,0,1,0,0
112500.0,171000.0,42,2.9489037040773693,Y,Y,1,Working,Secondary / secondary special,Married,House,0.018209,-13210,-5756,-7750.0,1,0,0,-200.0,Laborers,3.0,,0.0810823309232481,,0,1,0,0
171000.0,904500.0,48,4.047719144593733,N,N,0,Commercial associate,Secondary / secondary special,Married,Rented room,0.026392,-18415,-429,-6245.0,1,0,0,-1610.0,Sales staff,2.0,0.6611452722337111,0.243036970446566,0.633031641417419,0,1,0,0
135000.0,182178.0,12,4.134537772097609,N,N,0,Pensioner,Secondary / secondary special,Widow,Apartment,0.009549,-22292,365243,-4076.0,1,0,0,-2976.0,,1.0,,0.599603743199317,0.3996756156233169,0,1,0,0
112500.0,284400.0,12,3.9574346936077873,Y,N,0,Working,Secondary / secondary special,Married,Apartment,0.002134,-19619,-373,-3126.0,1,0,0,-1790.0,Drivers,2.0,,0.3034743507488622,0.5954562029091491,0,1,0,0
202500.0,1327500.0,36,2.460575406931569,Y,Y,0,Working,Higher education,Married,Rented studio,0.028663,-19928,-3005,-5172.0,1,0,0,-324.0,,2.0,0.8226685511417109,0.5255864532111839,0.6706517530862718,0,1,0,0
67500.0,239850.0,36,3.754617309088951,N,Y,0,Pensioner,Secondary / secondary special,Widow,Rented room,0.0228,-25006,365243,-13770.0,1,0,0,-1612.0,,1.0,,0.6502875435203689,0.6986675550534175,0,0,0,0
243000.0,225000.0,12,3.3004358034452213,N,Y,1,State servant,Higher education,Civil marriage,Rented room,0.072508,-10083,-3160,-4783.0,1,1,0,-801.0,Core staff,3.0,,0.6447425820361209,0.1519345490496476,0,0,0,0
315000.0,904500.0,60,2.4599098547053306,N,N,0,Working,Secondary / secondary special,Single / not married,Rented room,0.022625,-8788,-198,-2892.0,1,0,0,-223.0,IT staff,1.0,,0.2240110509886274,0.3859146722745145,0,0,0,1
202500.0,490536.0,12,3.108691108446959,Y,Y,0,Commercial associate,Secondary / secondary special,Married,House,0.025164,-12265,-928,-1695.0,1,0,0,-2948.0,Sales staff,2.0,,0.5362112263805294,0.1253078784282391,0,1,0,0
103500.0,312768.0,30,2.6143102955103017,N,Y,0,Working,Secondary / secondary special,Married,Rented room,0.015221,-15947,-2856,-8297.0,1,0,0,-589.0,Laborers,2.0,0.7671304659338903,0.5401678872994568,,0,1,0,0
216000.0,1074861.0,60,3.143770322798189,Y,Y,0,Working,Secondary / secondary special,Married,Municipal apartment,0.04622,-19272,-121,-11246.0,1,0,0,-405.0,Cleaning staff,2.0,,0.7691023269048166,0.5513812618027899,0,1,0,0
157500.0,284400.0,36,2.9340569331364454,N,N,0,Working,Secondary / secondary special,Single / not married,With parents,0.020713,-8762,-429,-8762.0,1,0,0,0.0,Secretaries,1.0,0.1061024409475424,0.3082842821202714,0.2314393514998941,0,1,0,0
45000.0,526491.0,12,2.963573770523347,N,N,1,Working,Lower secondary,Married,With parents,0.018209,-10895,-2809,-10105.0,1,0,0,-1421.0,,3.0,,0.5518487413752843,0.3328505641648731,0,1,0,0
292500.0,495000.0,12,3.7337498042582626,Y,N,0,Working,Higher education,Married,Rented room,0.006629,-9665,-577,-405.0,1,1,0,-1606.0,High skill tech staff,2.0,,0.7759041282987714,0.3062022983135042,0,1,0,0
135000.0,1223010.0,30,2.293374830473847,N,N,0,Working,Secondary / secondary special,Married,House,0.005144,-17481,-88,-9874.0,1,0,0,0.0,,2.0,,0.6654451848481646,0.1951984060044098,0,1,0,0
202500.0,1078200.0,54,3.150917404548862,Y,Y,1,Commercial associate,Higher education,Married,Rented room,0.011703,-12265,-3298,-2976.0,1,0,0,-243.0,Drivers,3.0,,0.3922905811210495,0.4740512892789932,0,1,0,0
135000.0,521451.0,30,3.5174282798219716,N,N,0,Working,Secondary / secondary special,Single / not married,With parents,0.01885,-8064,-1055,-2408.0,1,0,0,0.0,Laborers,1.0,,0.1467815183936662,0.180887977767074,0,1,0,0
405000.0,1971072.0,60,2.5148828504811345,Y,Y,0,Commercial associate,Higher education,Married,Co-op house,0.04622,-15720,-917,-230.0,1,0,0,-2084.0,Sales staff,2.0,0.1675098977320452,0.487310477441797,0.0496014853298949,0,1,0,0
157500.0,508495.5,42,3.8085901653516068,N,Y,0,Working,Secondary / secondary special,Single / not married,Apartment,0.032561,-14846,-5241,-8867.0,1,1,0,-2231.0,Cleaning staff,1.0,0.5287899565619204,0.6964363805689633,,0,1,0,0
202500.0,876154.5,48,3.907069062614238,N,N,1,Working,Higher education,Single / not married,Municipal apartment,0.020713,-10706,-305,-443.0,1,0,0,-1478.0,Accountants,2.0,0.3160378694532335,0.4917640168733968,,0,0,0,0
121500.0,327249.0,30,4.175377425715632,N,Y,0,Pensioner,Secondary / secondary special,Married,Apartment,0.0116569999999999,-20241,365243,-9494.0,1,0,0,0.0,,2.0,,0.6343230790249411,,0,0,0,0
90000.0,646920.0,30,3.6942717640762806,N,Y,0,Pensioner,Secondary / secondary special,Widow,Apartment,0.030755,-23566,365243,-6174.0,1,0,0,-1248.0,,1.0,,0.7851408558122119,0.7530673920730478,0,1,0,0
540000.0,1030680.0,12,2.1920558916473727,Y,Y,2,Pensioner,Secondary / secondary special,Married,Rented studio,0.04622,-14796,365243,-427.0,1,0,1,-1938.0,,4.0,,0.7596989273551144,0.5919766183185521,0,0,0,0
270000.0,1118286.0,24,2.4867072510273225,Y,N,1,Working,Secondary / secondary special,Married,Municipal apartment,0.032561,-19220,-6494,-7293.0,1,1,0,-1256.0,Drivers,3.0,0.5985005549302459,0.7181283649766426,,0,0,0,0
135000.0,352044.0,12,4.196206208733541,N,Y,1,Working,Higher education,Married,Co-op house,0.00733,-14756,-7277,-4084.0,1,0,0,-649.0,Laborers,3.0,,0.7487063578503657,,0,1,0,0
225000.0,1540588.5,12,2.7555591809787314,Y,N,0,Working,Secondary / secondary special,Single / not married,With parents,0.018209,-10770,-2888,-4509.0,1,0,0,-1.0,Private service staff,1.0,0.3935111977972948,0.5550535504462691,0.3791004853998145,0,1,0,0
171000.0,1078200.0,30,2.4394382977050184,N,Y,0,Working,Secondary / secondary special,Married,Rented room,0.010006,-14262,-184,-787.0,1,0,0,-14.0,Laborers,2.0,0.1341026254187492,0.3479029191169121,0.2314393514998941,0,1,0,0
171000.0,1507869.0,30,4.451467941253684,N,Y,1,State servant,Secondary / secondary special,Married,Municipal apartment,0.018029,-13997,-6331,-7392.0,1,0,0,-1038.0,,3.0,,0.6589050531427018,0.5709165417729987,0,1,0,0
